Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,AI_Override_Events,Machine_Type_AGV,Machine_Type_Automated_Screwdriver,Machine_Type_Boiler,Machine_Type_CMM,Machine_Type_CNC_Lathe,Machine_Type_CNC_Mill,Machine_Type_Carton_Former,Machine_Type_Compressor,Machine_Type_Conveyor_Belt,Machine_Type_Crane,Machine_Type_Dryer,Machine_Type_Forklift_Electric,Machine_Type_Furnace,Machine_Type_Grinder,Machine_Type_Heat_Exchanger,Machine_Type_Hydraulic_Press,Machine_Type_Industrial_Chiller,Machine_Type_Injection_Molder,Machine_Type_Labeler,Machine_Type_Laser_Cutter,Machine_Type_Mixer,Machine_Type_Palletizer,Machine_Type_Pick_and_Place,Machine_Type_Press_Brake,Machine_Type_Pump,Machine_Type_Robot_Arm,Machine_Type_Shrink_Wrapper,Machine_Type_Shuttle_System,Machine_Type_Vacuum_Packer,Machine_Type_Valve_Controller,Machine_Type_Vision_System,Machine_Type_XRay_Inspector
2000,62883,50.65,10.34,78.75,54.64,76.17,135.58,86,5,4,0,0,325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,89540,33.1,6.26,68.95,37.28,70.11,195.35,50,7,8,1,1,152.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,81159,40.73,10.2,102.93,40.59,49.77,205.72,308,10,5,1,4,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,45164,69.94,9.18,76.16,100.0,58.95,116.75,185,4,4,1,2,477.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,12083,38.74,14.07,86.4,42.26,33.52,355.45,354,4,3,0,3,773.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,89946,64.21,8.99,74.37,32.59,44.77,140.3,359,4,3,0,2,105.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,95863,83.88,13.17,66.73,100.0,48.05,223.33,16,5,1,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,39391,68.09,7.7,78.93,100.0,67.81,7.93,181,7,4,1,3,520.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2029,89825,67.58,9.4,83.88,50.24,46.24,297.07,135,4,1,0,2,167.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,21803,50.23,9.2,60.29,60.39,75.99,61.77,234,3,2,1,0,762.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,64350,66.12,13.53,72.66,66.23,100.0,299.22,248,7,0,0,3,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20302,70.27,15.76,81.96,100.0,58.05,236.48,351,11,3,1,4,814.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,38608,68.75,12.14,81.29,80.76,70.95,166.63,70,9,1,1,3,513.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,38595,60.57,17.27,75.36,60.83,69.82,206.88,232,9,0,0,0,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2028,41744,75.1,15.35,61.83,52.03,62.17,199.74,59,3,0,0,0,567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,9169,44.88,8.41,76.88,75.7,90.71,147.51,325,6,1,0,2,850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,96126,32.08,13.96,89.17,99.99,50.07,107.0,196,5,3,1,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,62316,20.84,13.71,70.41,65.75,89.31,11.5,14,11,3,0,5,379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,86912,54.09,9.24,89.52,59.46,57.49,160.22,82,2,3,1,6,114.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,15490,44.28,11.83,79.51,64.91,40.48,145.36,227,7,4,0,4,831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,58178,79.87,7.83,85.17,100.0,100.0,114.73,32,9,1,0,2,369.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2040,89700,57.18,17.34,65.13,80.16,74.95,235.78,164,3,3,0,2,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2028,75111,62.88,-0.13,70.03,69.5,73.13,208.56,298,6,0,0,8,320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,16178,52.59,4.15,79.13,48.79,61.08,242.13,351,1,1,0,6,785.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,16112,65.62,2.74,87.51,92.85,53.46,152.41,203,3,4,1,3,838.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,51634,69.99,12.15,67.35,63.06,52.13,143.15,15,8,2,0,2,478.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,11637,44.31,3.83,79.23,71.33,100.0,180.11,50,2,0,1,4,875.0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,6764,40.96,3.35,81.01,90.03,94.52,140.68,316,3,0,0,2,944.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,66364,33.26,14.99,83.37,90.45,39.83,243.14,107,3,0,1,4,266.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,69626,31.11,4.29,81.61,98.12,52.46,139.91,216,2,2,1,0,324.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2040,44211,51.19,4.62,66.21,60.33,97.56,251.41,108,8,2,1,4,596.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2037,22402,50.28,4.96,66.95,84.58,32.69,244.46,136,6,1,0,4,784.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2032,50853,65.34,5.4,74.93,91.89,32.83,155.21,26,4,4,1,5,445.0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,96319,53.61,8.28,73.98,100.0,54.95,207.98,168,7,3,0,5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,93652,67.48,20.46,73.77,77.4,1.29,61.65,7,2,2,0,2,84.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,82281,60.15,6.53,77.28,57.07,69.89,166.01,17,4,2,1,3,249.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,73718,53.28,8.23,68.87,77.44,68.85,104.17,342,4,2,0,4,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2032,54144,58.47,2.35,66.89,62.33,99.89,10.11,91,5,0,0,2,384.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,90209,49.96,9.08,77.66,74.68,36.09,75.64,17,4,2,0,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,75512,76.56,5.03,44.61,69.62,53.78,107.18,246,5,0,0,3,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,48487,76.99,20.68,63.32,88.87,24.42,238.05,232,4,0,0,5,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,45501,47.31,10.06,73.65,80.96,46.56,175.1,294,6,0,0,2,446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,75151,63.87,5.85,55.48,70.15,53.11,55.83,326,1,2,0,0,209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,69267,64.51,12.3,81.99,99.85,100.0,239.86,354,6,2,0,3,210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,65352,64.37,10.84,80.66,54.78,78.65,152.23,357,6,4,1,2,242.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,51978,59.32,0.32,78.78,72.28,67.81,162.06,35,7,5,0,3,454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,96674,30.99,14.99,52.92,42.93,81.3,128.51,169,3,3,0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,91993,50.71,3.47,69.19,60.7,43.73,133.77,227,4,0,1,2,130.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,54052,56.08,10.86,83.99,79.1,67.74,205.08,29,8,6,1,3,391.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,73161,65.62,8.41,75.88,64.29,60.6,40.26,303,6,0,0,4,254.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,90177,63.68,13.58,75.48,64.18,89.48,254.02,187,8,4,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,88649,92.79,1.28,72.56,31.63,67.09,7.95,136,7,4,1,4,11.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,56174,33.73,2.29,65.44,54.17,65.14,165.41,80,2,3,0,2,382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,66212,72.65,8.78,64.57,77.07,93.09,141.61,289,3,1,0,5,355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,46306,92.53,7.93,80.86,100.0,26.55,204.63,163,4,2,0,6,482.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,84674,69.16,9.97,65.95,47.9,100.0,234.91,187,4,0,0,4,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2034,5363,56.19,12.16,90.12,81.78,82.9,55.06,195,7,0,1,4,971.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,30679,65.27,4.38,67.03,61.68,100.0,27.76,128,6,3,1,4,684.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030,25933,53.48,15.73,85.12,45.36,62.14,240.04,284,11,5,0,4,644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,79111,48.48,9.71,80.73,47.56,80.68,63.61,119,7,3,0,2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,21399,63.78,8.64,64.94,100.0,49.16,241.46,276,5,2,0,1,768.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,14857,47.55,6.09,82.29,69.01,47.05,178.97,130,7,3,0,4,764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,90131,28.1,7.96,86.88,97.87,100.0,195.96,279,5,4,0,5,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,74009,71.76,-1.12,74.23,52.23,100.0,219.02,303,5,1,1,0,183.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,24624,63.01,10.94,70.28,70.25,63.15,129.56,216,5,1,0,3,656.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,84355,64.72,9.62,63.23,100.0,36.12,314.95,226,5,3,0,2,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,29453,48.08,-1.45,55.97,57.05,41.09,168.52,222,3,5,0,4,657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,38445,45.54,7.04,100.63,64.64,80.63,324.56,251,3,1,0,0,623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,23753,49.41,5.53,79.85,50.21,62.6,51.12,52,3,1,0,0,760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,99192,68.82,11.26,64.87,82.48,24.62,214.73,170,8,1,0,2,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,28774,57.49,3.77,87.23,75.28,100.0,244.08,278,2,2,1,3,660.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,31740,72.72,11.24,56.4,100.0,76.26,28.21,289,6,1,0,3,548.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,91642,32.2,3.62,57.53,57.02,92.99,67.28,173,5,2,1,2,12.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025,18190,71.38,13.73,80.16,66.3,60.91,230.1,17,6,3,0,3,725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,69657,56.82,1.88,81.76,79.31,82.06,182.78,56,8,2,0,7,291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,10144,50.59,8.69,80.72,98.52,86.76,174.01,350,5,1,0,2,936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,500,57.79,18.12,62.93,36.06,52.34,77.18,252,4,2,1,9,873.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,78038,51.04,11.62,85.95,78.75,50.42,128.81,12,5,3,1,1,159.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,35148,90.88,6.27,86.38,66.39,41.79,118.47,157,3,4,0,4,572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2034,93567,68.23,2.67,62.78,100.0,69.09,221.41,348,7,1,0,2,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,51407,69.25,5.66,69.08,40.9,37.51,223.74,86,9,0,0,3,417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,48785,74.99,7.96,90.53,58.46,89.37,107.17,333,4,0,0,3,507.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,16879,61.25,7.78,84.82,85.23,74.35,118.6,280,1,2,0,7,719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,97306,77.7,10.68,72.31,39.21,54.64,118.6,186,4,0,0,5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,65824,49.79,16.96,61.1,74.37,55.3,148.85,169,3,1,1,2,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,63192,73.94,6.45,67.78,59.88,77.52,226.7,200,8,0,0,3,403.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,91231,61.76,11.7,92.4,59.51,8.48,163.01,220,6,4,0,4,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,35217,46.04,14.92,79.38,63.84,59.51,270.03,207,4,2,1,3,537.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,22626,60.85,6.37,69.97,74.01,36.42,145.31,336,3,2,0,4,724.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,56988,47.63,12.17,77.57,100.0,58.98,174.97,256,1,1,1,4,428.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,40289,38.59,-6.04,78.36,84.95,4.36,138.9,82,6,1,0,4,614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,98259,52.47,8.44,56.41,35.02,77.86,138.08,76,4,2,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,43809,51.24,-0.24,81.65,56.06,99.66,38.9,164,5,2,0,3,549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,46621,36.49,5.45,78.62,57.34,48.83,49.15,265,7,1,0,1,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2034,3363,44.29,8.83,73.64,62.9,60.34,127.01,280,3,2,0,0,877.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2027,36742,64.75,8.24,69.87,66.97,58.8,120.69,228,5,1,0,4,474.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,43592,53.71,10.76,66.04,81.84,63.93,174.09,219,4,2,0,1,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2033,26553,34.95,19.47,71.88,73.04,80.74,161.27,62,2,3,0,2,724.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,84866,70.91,17.53,70.64,28.0,53.67,233.79,165,1,3,0,3,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,93185,47.66,4.11,74.66,57.43,79.51,-29.52,135,5,3,0,4,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2028,1187,35.64,14.81,77.86,51.6,15.16,12.21,341,6,3,0,3,1022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,58818,45.91,21.9,86.26,71.91,57.73,263.37,142,9,2,1,7,424.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2032,94758,55.98,2.73,87.95,98.67,58.05,161.17,185,7,3,0,1,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,86003,68.45,5.26,68.87,68.55,23.61,89.16,187,1,1,0,3,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,85245,76.12,13.13,78.03,72.29,99.3,134.35,78,5,3,0,6,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,17777,69.65,8.49,90.33,100.0,50.98,-11.42,2,4,3,0,6,626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,73341,42.91,19.85,76.68,69.31,48.1,-130.34,273,3,3,0,7,232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,53476,67.75,16.45,73.56,63.98,46.48,104.55,160,7,2,0,6,375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,74751,63.42,10.33,90.03,48.21,100.0,267.71,180,6,2,0,5,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2028,12125,66.01,14.84,60.65,78.47,85.54,197.41,88,9,0,0,5,838.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2033,79183,60.71,13.9,79.53,36.87,92.92,125.47,128,1,1,0,3,186.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,48617,52.91,14.42,83.39,33.27,72.69,232.75,193,7,3,0,2,371.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,51850,68.71,12.54,94.84,60.54,70.41,136.26,260,8,1,1,2,376.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,65285,84.59,7.46,81.99,56.52,52.1,50.38,205,6,1,1,1,302.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,73648,76.14,15.76,95.27,56.09,64.72,326.85,270,6,0,1,3,278.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,69031,41.89,12.35,86.12,100.0,62.96,39.95,343,6,3,0,4,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2038,28103,65.68,12.45,77.89,43.48,83.77,164.25,336,5,2,0,4,713.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,68629,65.67,5.71,67.31,19.14,84.64,192.56,359,2,2,0,3,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2029,64665,43.79,11.52,75.35,58.45,64.63,-16.26,104,2,3,0,3,249.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
